,IN_p3d,IN_p2d,IN_p1d,IN,MEAN_7d,SD_7d,Prec_S,Prec_S_f1d,Prec_S_f2d,Prec_S_f3d,Snow_S
142,0.14942996749861198,0.132717565215434,0.141639471231477,0.13189058269606,0.155099333727527,0.00979568558915013,0.0010752688172043,0.0010632108592806598,0.0009788467863259885,0.019370705507230666,1
143,0.13813744480183401,0.14942996749861198,0.132717565215434,0.141639471231477,0.14380053712063298,0.008080283940001291,0.0010752688172043,0.0010810285349937905,0.02034956073417433,0.0258383250028012,1
144,0.10259500910867,0.13813744480183401,0.14942996749861198,0.132717565215434,0.1372582308839,0.014799983913652,0.0010752688172043,0.020697646554975177,0.025831116286707815,0.0,1
145,0.110686170452944,0.10259500910867,0.13813744480183401,0.14942996749861198,0.13889091727644698,0.0168968999451105,0.0204301075268817,0.027404076575964734,0.0,0.0,1
146,0.137330424723742,0.110686170452944,0.10259500910867,0.13813744480183401,0.140611767461861,0.0171438908716184,0.0268817204301075,0.0,0.0,0.01734094417734489,1
147,0.127792370279699,0.137330424723742,0.110686170452944,0.10259500910867,0.13338796322287,0.0164089202556376,0.0,0.0,0.016923399023512017,0.009358770165987232,0
148,0.186119245443367,0.127792370279699,0.137330424723742,0.110686170452944,0.129585173000719,0.0274550811508731,0.0,0.017424852967093153,0.009522250892930113,0.0023478295402679355,0
149,0.33152044678769,0.186119245443367,0.127792370279699,0.137330424723742,0.130362293290388,0.0794031366461686,0.0172043010752688,0.00961452206573582,0.0022913116144295813,0.001147870238584144,1
150,0.239324295624684,0.33152044678769,0.186119245443367,0.127792370279699,0.12838413601156198,0.0834374567105217,0.00967741935483871,0.0021937619422394716,0.0011146176094715583,0.09890040180257946,1
151,0.193559247308781,0.239324295624684,0.33152044678769,0.186119245443367,0.13601294747269602,0.0768345479868447,0.0021505376344086,0.001054363500240673,0.09944515993485432,0.025988349319261597,1
152,0.168851426620857,0.193559247308781,0.239324295624684,0.33152044678769,0.162025873085421,0.0697083270710906,0.0010752688172043,0.09623423895172867,0.02568608197053059,0.0,1
153,0.169530072845789,0.168851426620857,0.193559247308781,0.239324295624684,0.176481137488685,0.0660188748894425,0.0946236559139785,0.024780275182670713,0.0,0.0,1
154,0.18157126386922304,0.169530072845789,0.168851426620857,0.193559247308781,0.18947602866013002,0.0586044691893813,0.0247311827956989,0.0,0.0,0.0,1
155,0.172864568325912,0.18157126386922304,0.169530072845789,0.168851426620857,0.19778535096983102,0.0597109108750265,0.0,0.0,0.0,0.0,0
156,0.17595160631277199,0.172864568325912,0.18157126386922304,0.169530072845789,0.202385300701553,0.0250301851938633,0.0,0.0,0.0,0.0,0
157,0.19365775427864002,0.17595160631277199,0.172864568325912,0.18157126386922304,0.21006799978576998,0.0105811817053523,0.0,0.0,0.0,0.008608032410598267,0
158,0.248886688891364,0.19365775427864002,0.17595160631277199,0.172864568325912,0.20817447448327697,0.0284588624125909,0.0,0.0,0.008397417647240368,0.03847171253746551,0
159,0.353237356321385,0.248886688891364,0.19365775427864002,0.17595160631277199,0.18595035441543104,0.0673129192655029,0.0,0.008647583852759804,0.038092203774901294,0.16870992097394616,0
160,0.3957302533968571,0.353237356321385,0.248886688891364,0.19365775427864002,0.17942656279456798,0.0922620113712236,0.008602150537634409,0.04128505660592198,0.16379178144441955,0.21452680281169104,1
161,0.22452245252933398,0.3957302533968571,0.353237356321385,0.248886688891364,0.187330483020651,0.0886205256157629,0.0397849462365591,0.17250190087011152,0.23965825808072266,0.026326290142404087,1
162,0.172130334379875,0.22452245252933398,0.3957302533968571,0.353237356321385,0.213671330120726,0.0887303346709566,0.168817204301075,0.23063799047061806,0.02574545851161333,0.0,1
163,0.17174759295762196,0.172130334379875,0.22452245252933398,0.3957302533968571,0.245985641628022,0.0893431021858416,0.226881720430108,0.027183325741111795,0.0,0.0,1
164,0.13422519020386803,0.17174759295762196,0.172130334379875,0.22452245252933398,0.252121525722323,0.0981378397209523,0.0258064516129032,0.0,0.0,0.0,1
165,0.130588263738338,0.13422519020386803,0.17174759295762196,0.172130334379875,0.25201663515860395,0.106748272334758,0.0,0.0,0.0,0.0,0
166,0.17534021815923198,0.130588263738338,0.13422519020386803,0.17174759295762196,0.251416061822154,0.0915026383331348,0.0,0.0,0.0,0.0,0
167,0.21255780979035102,0.17534021815923198,0.130588263738338,0.13422519020386803,0.24292569552575802,0.0353902506191937,0.0,0.0,0.0,0.00525625347757101,0
168,0.40879444275732,0.21255780979035102,0.17534021815923198,0.130588263738338,0.226025920503897,0.0958088491181677,0.0,0.0,0.005265361012091095,0.050088785232592546,0
